correct_word,correct_word_similarity,top_minus_correct_similarity,similarity_index
iraq,0.7160459160804749,0.10201907157897949,49
thailand,0.7236053943634033,0.03633582592010498,4
china,0.6744660139083862,0.06952250003814697,31
germany,0.7356991171836853,0.0,0
switzerland,0.7241357564926147,0.06533122062683105,49
egypt,0.7068210244178772,0.08796888589859009,49
australia,0.7000422477722168,0.05970388650894165,49
vietnam,0.6818660497665405,0.04817497730255127,49
cuba,0.6929272413253784,0.07482171058654785,49
finland,0.7373582124710083,0.059347450733184814,49
pakistan,0.6939018368721008,0.07825809717178345,49
afghanistan,0.8004799485206604,0.01774120330810547,1
england,0.4366222023963928,0.08279955387115479,49
spain,0.6673519015312195,0.02194291353225708,4
russia,0.7465019822120667,0.0,0
norway,0.6887913942337036,0.056763648986816406,26
canada,0.6953461170196533,0.07019662857055664,49
france,0.6720622777938843,0.012099921703338623,1
italy,0.6508411169052124,0.07214343547821045,2
sweden,0.6771502494812012,0.07242858409881592,49
iran,0.7076519727706909,0.09849339723587036,27
japan,0.6563075184822083,0.07602435350418091,49
thailand,0.5624710321426392,0.07317531108856201,40
china,0.6078881025314331,0.034131526947021484,5
germany,0.6059021949768066,0.0,0
switzerland,0.6454427242279053,0.04313647747039795,49
egypt,0.6055632829666138,0.08539390563964844,20
australia,0.5708001852035522,0.06657755374908447,49
vietnam,0.6185266971588135,0.04431772232055664,49
cuba,0.6429836750030518,0.0331883430480957,4
finland,0.6375656127929688,0.024677634239196777,9
pakistan,0.585507869720459,0.05033844709396362,49
afghanistan,0.7264702320098877,0.0047605037689208984,1
england,0.3912474513053894,0.0972205400466919,49
spain,0.5446498394012451,0.06406092643737793,3
russia,0.6086804866790771,0.058956027030944824,4
norway,0.49759989976882935,0.11529684066772461,49
canada,0.5465443730354309,0.06369239091873169,49
france,0.5443506836891174,0.0,0
italy,0.49594932794570923,0.1395266056060791,38
sweden,0.5879393815994263,0.05395638942718506,16
iran,0.6407719850540161,0.04478251934051514,4
japan,0.6115204095840454,0.04540574550628662,1
greece,0.6813136339187622,0.0,0
china,0.6824504137039185,0.03886401653289795,9
germany,0.678695797920227,0.0,0
switzerland,0.6834839582443237,0.08727782964706421,49
egypt,0.6649147868156433,0.10496866703033447,49
australia,0.6628798246383667,0.06511819362640381,49
vietnam,0.6795849800109863,0.07018470764160156,49
cuba,0.6715799570083618,0.07559919357299805,49
finland,0.686697781085968,0.07516568899154663,49
pakistan,0.6882834434509277,0.06389641761779785,49
afghanistan,0.7100794315338135,0.03909963369369507,5
england,0.46404674649238586,0.06661680340766907,17
spain,0.6499386429786682,0.0059340596199035645,1
russia,0.6983855962753296,0.029425501823425293,6
norway,0.6712315082550049,0.04302018880844116,10
