correct_word,correct_word_similarity,top_minus_correct_similarity,similarity_index
iraq,0.7302401065826416,0.04882705211639404,49
thailand,0.785652220249176,0.025176405906677246,49
china,0.6687952280044556,0.05280447006225586,42
germany,0.6967748403549194,0.0,0
switzerland,0.7546002268791199,0.0367656946182251,49
egypt,0.6911650896072388,0.06553065776824951,49
australia,0.716156005859375,0.055262088775634766,49
vietnam,0.7391325235366821,0.041255831718444824,49
cuba,0.709190309047699,0.06441253423690796,49
finland,0.7188690900802612,0.06106090545654297,49
pakistan,0.7841935157775879,0.03357291221618652,49
afghanistan,0.7231478095054626,0.054356276988983154,49
england,0.5197271108627319,0.04035145044326782,27
spain,0.6637926697731018,0.007874548435211182,3
russia,0.6907506585121155,0.04926222562789917,30
norway,0.7553110122680664,0.03978931903839111,19
canada,0.7336211204528809,0.07417804002761841,49
france,0.6675602197647095,0.0,0
italy,0.6771490573883057,0.0,0
sweden,0.7318441867828369,0.034254372119903564,19
iran,0.742095947265625,0.0360180139541626,49
japan,0.6754369735717773,0.06314915418624878,45
thailand,0.7835041284561157,0.03838372230529785,49
china,0.6076117753982544,0.07681339979171753,49
germany,0.6558893918991089,0.0,0
switzerland,0.7037249207496643,0.0351904034614563,49
egypt,0.6576991081237793,0.0933992862701416,49
australia,0.6939937472343445,0.05524557828903198,49
vietnam,0.7850856184959412,0.004336416721343994,1
cuba,0.6773408651351929,0.05125457048416138,49
finland,0.6794716119766235,0.047427475452423096,49
pakistan,0.7737609148025513,0.034113526344299316,49
afghanistan,0.6966337561607361,0.05393946170806885,34
england,0.47663289308547974,0.08129888772964478,49
spain,0.5819262266159058,0.05885517597198486,49
russia,0.6517443656921387,0.057427406311035156,49
norway,0.6867141723632812,0.0766107439994812,49
canada,0.7027348279953003,0.043726325035095215,49
france,0.5841644406318665,0.03195369243621826,1
italy,0.6718441247940063,0.013287663459777832,4
sweden,0.669623613357544,0.040790438652038574,49
iran,0.7211902737617493,0.03221935033798218,49
japan,0.6347586512565613,0.0683245062828064,49
greece,0.6562765836715698,0.053224384784698486,22
china,0.6459155082702637,0.03113687038421631,26
germany,0.6584053635597229,0.0,0
switzerland,0.739689826965332,0.06664919853210449,49
egypt,0.6782466769218445,0.059303224086761475,39
australia,0.7067503333091736,0.07312345504760742,49
vietnam,0.7671869993209839,0.06588417291641235,49
cuba,0.7366630434989929,0.06655615568161011,49
finland,0.6843708753585815,0.07803487777709961,49
pakistan,0.7659977674484253,0.06234931945800781,29
afghanistan,0.7119469046592712,0.07653981447219849,15
england,0.49567171931266785,0.07344868779182434,49
spain,0.6652573347091675,0.028923451900482178,6
russia,0.6974706649780273,0.022895872592926025,10
norway,0.7778321504592896,0.030504345893859863,12
canada,0.7157021760940552,0.08062314987182617,49
france,0.68865966796875,0.0,0
italy,0.657012939453125,0.03965461254119873,3
sweden,0.7135502099990845,0.058768630027770996,49
iran,0.7467747330665588,0.08666658401489258,49
japan,0.6616827845573425,0.075655996799469,43
greece,0.6752094030380249,0.06175422668457031,7
iraq,0.6967788934707642,0.08230376243591309,49
germany,0.6858843564987183,0.0,0
switzerland,0.6858510971069336,0.04400169849395752,49
egypt,0.6638526916503906,0.04060894250869751,49
australia,0.6622772812843323,0.04075801372528076,49
vietnam,0.7033445835113525,0.035036325454711914,49
cuba,0.6607801914215088,0.04938232898712158,49
finland,0.6748934984207153,0.06090998649597168,49
pakistan,0.7391524314880371,0.0328335165977478,49
afghanistan,0.6751846075057983,0.051983654499053955,49
england,0.5327365398406982,0.023934483528137207,5
spain,0.594544529914856,0.06407982110977173,49
russia,0.6433208584785461,0.06475740671157837,34
norway,0.6673183441162109,0.06302452087402344,49
canada,0.6760696172714233,0.0562361478805542,49
france,0.5851176977157593,0.03211832046508789,2
italy,0.5978269577026367,0.059175848960876465,49
sweden,0.6598798036575317,0.04974853992462158,49
iran,0.7059247493743896,0.033933401107788086,49
japan,0.6887240409851074,0.01081550121307373,1
greece,0.6717759370803833,0.049397945404052734,25
iraq,0.6660040616989136,0.05337166786193848,49
