correct_word,correct_word_similarity,top_minus_correct_similarity,similarity_index
iraq,0.6705682277679443,0.04921770095825195,49
thailand,0.7531249523162842,0.035432398319244385,49
china,0.6349475979804993,0.02576059103012085,7
germany,0.691487729549408,0.0,0
switzerland,0.7186681032180786,0.052639544010162354,49
egypt,0.6543892621994019,0.07150989770889282,49
australia,0.6843605041503906,0.06923055648803711,49
vietnam,0.7187192440032959,0.04286789894104004,49
cuba,0.682661771774292,0.04418540000915527,49
finland,0.6898515224456787,0.04561048746109009,49
pakistan,0.7767376899719238,0.028710901737213135,49
afghanistan,0.6900589466094971,0.07033288478851318,49
england,0.5102822780609131,0.07421398162841797,17
spain,0.6113879084587097,0.03497755527496338,4
russia,0.684657096862793,0.007572174072265625,1
norway,0.6910510659217834,0.06049370765686035,44
canada,0.681903064250946,0.058280766010284424,49
france,0.6312223672866821,0.0,0
italy,0.6241050958633423,0.0,0
sweden,0.7107383012771606,0.0,0
iran,0.7155113220214844,0.03684127330780029,49
japan,0.6195311546325684,0.06348657608032227,49
thailand,0.7214653491973877,0.02215397357940674,49
china,0.5721853375434875,0.04528385400772095,6
germany,0.5774855017662048,0.0,0
switzerland,0.6489954590797424,0.07702839374542236,49
egypt,0.6027949452400208,0.09056276082992554,49
australia,0.6276503801345825,0.0593869686126709,49
vietnam,0.7607420682907104,0.0,0
cuba,0.6190474629402161,0.07757765054702759,30
finland,0.6210620403289795,0.0435481071472168,49
pakistan,0.7490900158882141,0.01682358980178833,49
afghanistan,0.6463176012039185,0.06805568933486938,49
england,0.4412010610103607,0.06968310475349426,49
spain,0.5308737754821777,0.06224095821380615,49
russia,0.5976607799530029,0.06993943452835083,49
norway,0.6129214763641357,0.08700644969940186,49
canada,0.627476692199707,0.043189406394958496,49
france,0.5199528336524963,0.0,0
italy,0.5801032781600952,0.036931753158569336,49
sweden,0.5925346612930298,0.07297253608703613,49
iran,0.6593731641769409,0.055800020694732666,49
japan,0.5809718370437622,0.0728754997253418,49
greece,0.5901200771331787,0.03555583953857422,3
china,0.6179720163345337,0.0,0
germany,0.580028772354126,0.0,0
switzerland,0.6814720630645752,0.08377832174301147,49
egypt,0.6354283094406128,0.09182941913604736,24
australia,0.6404232382774353,0.0518726110458374,49
vietnam,0.706524133682251,0.07662081718444824,49
cuba,0.6725559234619141,0.06931167840957642,49
finland,0.6387411952018738,0.07789862155914307,49
pakistan,0.7394763231277466,0.06856262683868408,49
afghanistan,0.6547257304191589,0.07236593961715698,15
england,0.4085724651813507,0.04390278458595276,49
spain,0.5692348480224609,0.06687092781066895,17
russia,0.6301405429840088,0.0096052885055542,2
norway,0.67976975440979,0.06038391590118408,49
canada,0.6560513973236084,0.06275653839111328,49
france,0.590796947479248,0.0,0
italy,0.5055879950523376,0.12775617837905884,36
sweden,0.6278101205825806,0.08073055744171143,49
iran,0.6927388310432434,0.08606612682342529,25
japan,0.5865292549133301,0.04969608783721924,23
greece,0.6317701935768127,0.013347446918487549,1
iraq,0.621110737323761,0.0826801061630249,49
germany,0.6532591581344604,0.0,0
switzerland,0.6514214873313904,0.056267738342285156,49
egypt,0.6539677381515503,0.05684220790863037,34
australia,0.6134189367294312,0.0450974702835083,49
vietnam,0.683083176612854,0.06389784812927246,49
cuba,0.6672284007072449,0.05075877904891968,2
finland,0.6471276879310608,0.05326324701309204,49
pakistan,0.7322805523872375,0.029382288455963135,49
afghanistan,0.6586441993713379,0.05137509107589722,49
england,0.5097734332084656,0.01168900728225708,1
spain,0.5710141658782959,0.04386329650878906,30
russia,0.6230729818344116,0.04344993829727173,22
norway,0.6425693035125732,0.07642948627471924,49
canada,0.6437816023826599,0.05394703149795532,49
france,0.5654529929161072,0.0,0
italy,0.5602859258651733,0.04692482948303223,49
sweden,0.6495806574821472,0.0324438214302063,10
iran,0.6698276996612549,0.04382854700088501,49
japan,0.6579614877700806,0.0,0
greece,0.6659292578697205,0.0,0
iraq,0.6605368256568909,0.06925028562545776,49
thailand,0.7180418968200684,0.030399441719055176,49
switzerland,0.6856557130813599,0.06459403038024902,49
egypt,0.6526509523391724,0.051105618476867676,49
australia,0.6710203886032104,0.06037616729736328,49
vietnam,0.7009646892547607,0.044127821922302246,49
cuba,0.6714744567871094,0.04070746898651123,23
finland,0.6790083050727844,0.048425376415252686,49
pakistan,0.7573693990707397,0.03493976593017578,49
afghanistan,0.6799719333648682,0.048146188259124756,49
england,0.6018874049186707,0.0,0
spain,0.6272051334381104,0.0014469623565673828,2
russia,0.6816825866699219,0.0,0
norway,0.6998439431190491,0.02599543333053589,10
canada,0.6734987497329712,0.05167043209075928,49
france,0.697485089302063,0.0,0
italy,0.6813180446624756,0.0,0
sweden,0.7170951962471008,0.0,0
iran,0.6943755149841309,0.05014580488204956,49
japan,0.6772938370704651,0.0027690529823303223,1
greece,0.7136878371238708,0.0,0
iraq,0.6700374484062195,0.05880802869796753,49
thailand,0.740784227848053,0.030500710010528564,49
china,0.6573936343193054,0.002451598644256592,1
egypt,0.5765470266342163,0.09501802921295166,16
australia,0.5830413103103638,0.08313441276550293,49
vietnam,0.6367172002792358,0.04424464702606201,49
cuba,0.6145347356796265,0.017788290977478027,7
finland,0.6403399705886841,0.03344857692718506,4
pakistan,0.6948384046554565,0.03718090057373047,49
afghanistan,0.5830945372581482,0.0684165358543396,49
england,0.39939406514167786,0.11638155579566956,49
spain,0.57374507188797,0.0,0
russia,0.5815706253051758,0.01434636116027832,5
norway,0.6059768199920654,0.052915751934051514,18
canada,0.5974147319793701,0.1273437738418579,49
france,0.588706910610199,0.0,0
italy,0.6047031283378601,0.0,0
