correct_word,correct_word_similarity,top_minus_correct_similarity,similarity_index
iraq,0.7239186763763428,0.1378180980682373,49
thailand,0.6574956774711609,0.010801970958709717,6
china,0.7014679312705994,0.07342010736465454,49
germany,0.7607527375221252,0.0,0
switzerland,0.7706648707389832,0.06192415952682495,49
egypt,0.7166288495063782,0.08958184719085693,49
australia,0.7298891544342041,0.06871199607849121,49
vietnam,0.703709065914154,0.06047928333282471,49
cuba,0.7311179041862488,0.05973440408706665,49
finland,0.7535301446914673,0.04839444160461426,49
pakistan,0.5800222754478455,0.0319095253944397,15
afghanistan,0.7176693677902222,0.0852586030960083,49
england,0.5237269401550293,0.11629807949066162,49
spain,0.6828084588050842,0.055299580097198486,15
russia,0.7766671180725098,0.0,0
norway,0.7961715459823608,0.033748507499694824,5
canada,0.7370254993438721,0.05741000175476074,49
france,0.7410808801651001,0.0,0
italy,0.7231066226959229,0.002786099910736084,1
sweden,0.7177261114120483,0.06688874959945679,40
iran,0.728586733341217,0.06383877992630005,49
japan,0.7214398384094238,0.08599162101745605,49
thailand,0.5158113241195679,0.12469816207885742,49
china,0.5755099058151245,0.06642913818359375,22
germany,0.5935961008071899,0.0,0
switzerland,0.6657616496086121,0.07948070764541626,49
egypt,0.613609254360199,0.10372722148895264,49
australia,0.599709153175354,0.08172976970672607,49
vietnam,0.7209272980690002,0.07626628875732422,4
cuba,0.6427489519119263,0.11606991291046143,39
finland,0.6404193639755249,0.07370054721832275,49
pakistan,0.4964020848274231,0.15985429286956787,49
afghanistan,0.6903847455978394,0.10733795166015625,49
england,0.4719162583351135,0.07753533124923706,49
spain,0.5547676086425781,0.10736954212188721,49
russia,0.6458207368850708,0.10520100593566895,49
norway,0.6362451314926147,0.13195526599884033,49
canada,0.6103649139404297,0.06668829917907715,49
france,0.6009253263473511,0.02823460102081299,3
italy,0.6115240454673767,0.12331509590148926,49
sweden,0.6147066354751587,0.0665673017501831,49
iran,0.6335419416427612,0.0935593843460083,49
japan,0.5623568296432495,0.13675451278686523,49
greece,0.5475631356239319,0.12616318464279175,49
china,0.6590604782104492,0.03913307189941406,10
germany,0.5995199680328369,0.04952579736709595,4
switzerland,0.7190043330192566,0.06616866588592529,49
egypt,0.6699691414833069,0.08537936210632324,47
australia,0.6675257086753845,0.06748038530349731,49
vietnam,0.6900572776794434,0.06882023811340332,49
cuba,0.6825007200241089,0.067740797996521,49
finland,0.6899896860122681,0.054414451122283936,49
pakistan,0.6077703237533569,0.019799232482910156,5
afghanistan,0.7499547004699707,0.032605886459350586,1
england,0.4948940873146057,0.10520070791244507,49
spain,0.6280099749565125,0.04873436689376831,20
russia,0.7206740379333496,0.026614904403686523,2
norway,0.7588032484054565,0.05327248573303223,10
canada,0.6705418825149536,0.05814331769943237,49
france,0.6466902494430542,0.07185769081115723,3
italy,0.6378051042556763,0.07535874843597412,19
sweden,0.7307872772216797,0.003740549087524414,5
iran,0.7345849871635437,0.053054988384246826,17
japan,0.6333677768707275,0.08087027072906494,49
greece,0.7245399355888367,0.0,0
iraq,0.6795598268508911,0.1342465877532959,49
germany,0.6757831573486328,0.0,0
switzerland,0.6461653709411621,0.08243441581726074,49
egypt,0.6906743049621582,0.0662691593170166,5
australia,0.5615599155426025,0.07765936851501465,49
vietnam,0.7229974269866943,0.008127927780151367,2
cuba,0.7120104432106018,0.007271289825439453,1
finland,0.6404141187667847,0.0776141881942749,49
pakistan,0.4640205502510071,0.10862499475479126,41
afghanistan,0.7018309831619263,0.041545212268829346,9
england,0.45765185356140137,0.08758485317230225,49
spain,0.5518798828125,0.13717031478881836,47
russia,0.6699607372283936,0.04598909616470337,20
norway,0.6219112873077393,0.11073422431945801,49
canada,0.5965922474861145,0.08868426084518433,49
france,0.6010419130325317,0.04394364356994629,4
italy,0.5956193804740906,0.14864611625671387,49
sweden,0.570355236530304,0.07285326719284058,49
iran,0.6573184728622437,0.012482523918151855,3
japan,0.6822974681854248,0.0,0
greece,0.6247004866600037,0.10577183961868286,16
iraq,0.7183770537376404,0.03857600688934326,5
thailand,0.49777427315711975,0.06526407599449158,27
switzerland,0.7077443599700928,0.020787596702575684,5
egypt,0.6503361463546753,0.10906332731246948,49
australia,0.6288999319076538,0.09349429607391357,49
vietnam,0.6504226326942444,0.03637439012527466,15
cuba,0.6948930621147156,0.0,0
finland,0.6633367538452148,0.07148927450180054,49
pakistan,0.5066786408424377,0.16108757257461548,24
afghanistan,0.66141277551651,0.10165917873382568,49
england,0.5777018070220947,0.009000301361083984,1
spain,0.6327539682388306,0.02825021743774414,1
russia,0.750474214553833,0.0,0
norway,0.7726447582244873,0.0,0
canada,0.6266399621963501,0.08720517158508301,49
france,0.7808851003646851,0.0,0
italy,0.6632178425788879,0.022128760814666748,1
sweden,0.6881219148635864,0.01682746410369873,2
iran,0.6216678619384766,0.09495794773101807,49
japan,0.6879458427429199,0.013286948204040527,1
greece,0.7498049736022949,0.0,0
iraq,0.654770016670227,0.10401910543441772,33
thailand,0.5409808158874512,0.02594435214996338,13
