correct_word,correct_word_similarity,top_minus_correct_similarity,similarity_index
iraq,0.7436193823814392,0.10974389314651489,7
thailand,0.7730453014373779,0.0,0
china,0.6918194890022278,0.07936453819274902,15
germany,0.7900166511535645,0.0,0
switzerland,0.698606550693512,0.07183283567428589,35
egypt,0.6832395195960999,0.1105157732963562,49
australia,0.6832000017166138,0.08882659673690796,49
vietnam,0.7119684815406799,0.10029083490371704,49
cuba,0.6734639406204224,0.07392501831054688,33
finland,0.7177367210388184,0.07892501354217529,31
pakistan,0.6843774914741516,0.08846032619476318,49
afghanistan,0.7994755506515503,0.05950742959976196,2
england,0.4294270873069763,0.08870065212249756,49
spain,0.6783576011657715,0.041780829429626465,8
russia,0.8290661573410034,0.0,0
norway,0.6798021197319031,0.07131975889205933,34
canada,0.7238707542419434,0.07955026626586914,49
france,0.7108616232872009,0.0,0
italy,0.7026163339614868,0.0,0
sweden,0.7624726891517639,0.0,0
iran,0.753868818283081,0.04899871349334717,6
japan,0.6801366806030273,0.08419299125671387,49
thailand,0.5360750555992126,0.08285075426101685,49
china,0.5803520679473877,0.01089179515838623,1
germany,0.6303918957710266,0.0,0
switzerland,0.5756588578224182,0.06930363178253174,49
egypt,0.5691330432891846,0.07359683513641357,18
australia,0.5519657135009766,0.03397107124328613,8
vietnam,0.6053000092506409,0.06776201725006104,23
cuba,0.6062602400779724,0.09113550186157227,8
finland,0.6267759203910828,0.012996315956115723,1
pakistan,0.5853039026260376,0.09089362621307373,49
afghanistan,0.6492068767547607,0.07864558696746826,17
england,0.43137747049331665,0.049427807331085205,7
spain,0.49056223034858704,0.110563725233078,49
russia,0.7080216407775879,0.0,0
norway,0.5368287563323975,0.1903362274169922,49
canada,0.5366405844688416,0.1043555736541748,49
france,0.5395107865333557,0.0,0
italy,0.4813874065876007,0.12203183770179749,49
sweden,0.5985923409461975,0.04056912660598755,1
iran,0.6586667895317078,0.0,0
japan,0.5492815971374512,0.03312408924102783,6
greece,0.6375117897987366,0.0,0
china,0.6956650018692017,0.04646790027618408,2
germany,0.7251625061035156,0.0,0
switzerland,0.6842719912528992,0.052851855754852295,43
egypt,0.6862249374389648,0.05297929048538208,17
australia,0.6314723491668701,0.06192570924758911,49
vietnam,0.6939225196838379,0.08715718984603882,49
cuba,0.677258312702179,0.034134507179260254,12
finland,0.6812609434127808,0.05778777599334717,49
pakistan,0.6688254475593567,0.10479599237442017,49
afghanistan,0.7288307547569275,0.05174380540847778,3
england,0.6078131198883057,0.0,0
spain,0.6987058520317078,0.0,0
russia,0.7770848274230957,0.0,0
norway,0.6934695243835449,0.08592891693115234,22
canada,0.6542103290557861,0.0797886848449707,49
france,0.6630646586418152,0.0,0
italy,0.6549254655838013,0.0862494707107544,14
sweden,0.7401671409606934,0.0,0
iran,0.736217200756073,0.05903470516204834,8
japan,0.623140811920166,0.07337015867233276,49
greece,0.7316978573799133,0.0,0
iraq,0.6362061500549316,0.13321030139923096,49
germany,0.7013558149337769,0.0,0
switzerland,0.5885035991668701,0.05787932872772217,49
egypt,0.6574444770812988,0.021696388721466064,3
australia,0.5246241688728333,0.08245199918746948,49
vietnam,0.6197296380996704,0.08828204870223999,39
cuba,0.5901961326599121,0.06963074207305908,29
finland,0.5886767506599426,0.0474393367767334,31
pakistan,0.5719459056854248,0.10675263404846191,49
afghanistan,0.6738611459732056,0.04024302959442139,3
england,0.49283021688461304,0.0,0
spain,0.5566306114196777,0.05526280403137207,24
russia,0.740039050579071,0.0,0
norway,0.5601220726966858,0.15183091163635254,49
canada,0.5618596076965332,0.08595502376556396,49
france,0.5868954062461853,0.0,0
italy,0.5748019814491272,0.10456764698028564,35
sweden,0.6180704832077026,0.08153283596038818,1
iran,0.6708498001098633,0.0,0
japan,0.6126199960708618,0.041411757469177246,1
greece,0.6480000019073486,0.04930400848388672,2
iraq,0.6565643548965454,0.05563098192214966,6
thailand,0.6597239375114441,0.0,0
switzerland,0.6949782371520996,0.025898754596710205,3
egypt,0.6371701955795288,0.0943608283996582,40
australia,0.6057790517807007,0.04192310571670532,16
vietnam,0.6441407203674316,0.07112830877304077,49
cuba,0.6545692086219788,0.011398136615753174,1
finland,0.7029494047164917,0.017812490463256836,5
pakistan,0.6366483569145203,0.06152719259262085,49
afghanistan,0.6840527057647705,0.05629312992095947,8
england,0.6056109070777893,0.0,0
spain,0.6720046401023865,0.0,0
russia,0.7799482345581055,0.0,0
norway,0.6925702095031738,0.04093825817108154,11
canada,0.6542322039604187,0.06005913019180298,21
france,0.7565656304359436,0.0,0
italy,0.6867778301239014,0.0,0
sweden,0.7583531141281128,0.01086413860321045,1
iran,0.6716440320014954,0.052110493183135986,8
japan,0.66508948802948,0.01429903507232666,2
greece,0.7417066693305969,0.0,0
iraq,0.6364825963973999,0.11952817440032959,26
thailand,0.7106877565383911,0.0,0
china,0.6911363005638123,0.031192481517791748,2
egypt,0.6187036633491516,0.049555182456970215,9
australia,0.5836613774299622,0.11081051826477051,49
vietnam,0.6145368814468384,0.08206111192703247,49
cuba,0.6635494232177734,0.03633880615234375,2
finland,0.6698410511016846,0.006392478942871094,2
pakistan,0.6234281063079834,0.04123598337173462,5
afghanistan,0.673251211643219,0.04649621248245239,5
england,0.49197959899902344,0.07304626703262329,10
spain,0.625410258769989,0.0,0
russia,0.7184232473373413,0.0,0
norway,0.7072461247444153,0.014591991901397705,1
canada,0.6048949956893921,0.12479925155639648,49
france,0.6620474457740784,0.0,0
italy,0.6814934015274048,0.0,0
sweden,0.796364426612854,0.0,0
iran,0.6575314998626709,0.041517674922943115,8
japan,0.5444202423095703,0.09525811672210693,49
greece,0.6776733994483948,0.0,0
iraq,0.6366081237792969,0.06316828727722168,14
thailand,0.6662682294845581,0.003716111183166504,1
china,0.5747014284133911,0.06685519218444824,24
germany,0.7443285584449768,0.0,0
australia,0.5122698545455933,0.10599225759506226,49
vietnam,0.6164961457252502,0.12078100442886353,49
cuba,0.584630012512207,0.09383988380432129,49
finland,0.5825709104537964,0.10919380187988281,30
pakistan,0.585003137588501,0.05390489101409912,49
afghanistan,0.683158814907074,0.03824150562286377,4
england,0.47534051537513733,0.0785282552242279,4
spain,0.6297277212142944,0.009085237979888916,2
russia,0.6881424188613892,0.014543354511260986,2
norway,0.5489316582679749,0.16442447900772095,49
