correct_word,correct_word_similarity,top_minus_correct_similarity,similarity_index
iraq,0.7255226373672485,0.1471700668334961,37
thailand,0.7194285988807678,0.04871708154678345,31
china,0.6890428066253662,0.09321928024291992,36
germany,0.7528477907180786,0.0,0
switzerland,0.7415102124214172,0.06126523017883301,49
egypt,0.7147377133369446,0.0844687819480896,49
australia,0.674230694770813,0.06566685438156128,49
vietnam,0.7177199125289917,0.07911252975463867,49
cuba,0.6891847848892212,0.061631619930267334,49
finland,0.720693826675415,0.08778339624404907,49
pakistan,0.7004305720329285,0.07117944955825806,49
afghanistan,0.7793271541595459,0.032186925411224365,4
england,0.4636424779891968,0.07949984073638916,26
spain,0.6697512865066528,0.05221199989318848,21
russia,0.8053196668624878,0.007443785667419434,2
norway,0.7118398547172546,0.08831053972244263,33
canada,0.7339856624603271,0.06547486782073975,49
france,0.727557897567749,0.0,0
italy,0.7059756517410278,0.018648266792297363,1
sweden,0.7531640529632568,0.04395759105682373,5
iran,0.74934983253479,0.04967796802520752,19
japan,0.704664945602417,0.07716941833496094,49
thailand,0.5525120496749878,0.07832294702529907,49
china,0.5644499063491821,0.030463218688964844,2
germany,0.6344789266586304,0.0,0
switzerland,0.6102962493896484,0.04700958728790283,49
egypt,0.5554553866386414,0.11437767744064331,35
australia,0.4962356984615326,0.06366625428199768,49
vietnam,0.616854727268219,0.05322021245956421,10
cuba,0.6096293330192566,0.051171958446502686,17
finland,0.6066163778305054,0.0,0
pakistan,0.5594464540481567,0.06180369853973389,49
afghanistan,0.6688238382339478,0.05989527702331543,8
england,0.41202789545059204,0.07300984859466553,5
spain,0.49719858169555664,0.1221625804901123,49
russia,0.706635594367981,0.0,0
norway,0.5317399501800537,0.22490227222442627,49
canada,0.5450848340988159,0.09399551153182983,47
france,0.5481380224227905,0.0,0
italy,0.48506590723991394,0.11730262637138367,49
sweden,0.5970957279205322,0.06568276882171631,4
iran,0.6372034549713135,0.06121993064880371,5
japan,0.5400594472885132,0.1117708683013916,16
greece,0.6242192983627319,0.0,0
