correct_word,correct_word_similarity,top_minus_correct_similarity,similarity_index
iraq,0.5966612100601196,0.05548828840255737,11
thailand,0.6658824682235718,0.057486653327941895,39
china,0.6931402683258057,0.0,0
germany,0.69942307472229,0.0,0
switzerland,0.6323021054267883,0.0,0
egypt,0.6260263323783875,0.0,0
australia,0.589362382888794,0.05673027038574219,11
vietnam,0.5946069359779358,0.06000751256942749,49
cuba,0.650128185749054,0.0,0
finland,0.6206634640693665,0.022000789642333984,1
pakistan,0.6363800764083862,0.07310354709625244,49
afghanistan,0.6991991400718689,0.0,0
england,0.4964004158973694,0.045524418354034424,7
spain,0.6445925235748291,0.012678861618041992,1
russia,0.6887662410736084,0.0,0
norway,0.6400893926620483,0.0,0
canada,0.660830020904541,0.0,0
france,0.6970854997634888,0.0,0
italy,0.6861979961395264,0.0,0
sweden,0.7165082693099976,0.0,0
iran,0.6122866272926331,0.06230646371841431,11
japan,0.7122871279716492,0.0,0
thailand,0.6072360277175903,0.06290954351425171,49
china,0.5388273000717163,0.01876753568649292,2
germany,0.6088822484016418,0.0,0
switzerland,0.5231279134750366,0.03874504566192627,10
egypt,0.5972239375114441,0.03768283128738403,1
australia,0.5845620632171631,0.004467487335205078,1
vietnam,0.628577709197998,0.039302825927734375,9
cuba,0.6422652006149292,0.0,0
finland,0.5522961616516113,0.006323814392089844,1
pakistan,0.5849710702896118,0.05448305606842041,49
afghanistan,0.6664174795150757,0.0,0
england,0.46554839611053467,0.051804542541503906,26
spain,0.49567198753356934,0.05290156602859497,12
russia,0.6419891119003296,0.0018010139465332031,1
norway,0.5035945177078247,0.08828693628311157,15
canada,0.6143460273742676,0.0,0
france,0.6314792633056641,0.0,0
italy,0.5536178946495056,0.024926424026489258,2
sweden,0.6042621731758118,0.0,0
iran,0.6170969009399414,0.0,0
japan,0.6091378927230835,0.0,0
greece,0.5913316607475281,0.0,0
china,0.6094661355018616,0.0,0
germany,0.5988284349441528,0.0,0
switzerland,0.5516945123672485,0.04942166805267334,1
egypt,0.574579119682312,0.0,0
australia,0.5856006741523743,0.0,0
vietnam,0.6170291900634766,0.0,0
cuba,0.5537283420562744,0.0,0
finland,0.5136568546295166,0.0,0
pakistan,0.6830332279205322,0.0,0
afghanistan,0.6190997362136841,0.0,0
england,0.5136723518371582,0.0,0
spain,0.5504913330078125,0.0,0
russia,0.6121309399604797,0.0,0
norway,0.574252724647522,0.0,0
canada,0.5654338002204895,0.008688509464263916,1
france,0.6543546915054321,0.0,0
italy,0.5626783967018127,0.011321425437927246,1
