correct_word,correct_word_similarity,top_minus_correct_similarity,similarity_index
iraq,0.7524258494377136,0.07349401712417603,49
thailand,0.7334611415863037,0.03806900978088379,49
china,0.6947675943374634,0.08155971765518188,49
germany,0.7147424221038818,0.0,0
switzerland,0.7886067032814026,0.051832497119903564,49
egypt,0.7789123058319092,0.06177103519439697,49
australia,0.7569531202316284,0.07475143671035767,49
vietnam,0.7507277131080627,0.06727546453475952,49
cuba,0.7178759574890137,0.05342602729797363,49
finland,0.7818019986152649,0.06324589252471924,49
pakistan,0.7162933945655823,0.045984506607055664,49
afghanistan,0.7372924089431763,0.1094171404838562,49
england,0.5629081726074219,0.08920061588287354,49
spain,0.6119698882102966,0.07647877931594849,44
russia,0.7375608086585999,0.06429624557495117,10
norway,0.777350664138794,0.064608633518219,27
canada,0.7659718990325928,0.08210098743438721,49
france,0.663837194442749,0.03799837827682495,8
italy,0.7424508929252625,0.020536482334136963,3
sweden,0.7235996723175049,0.05691462755203247,43
iran,0.7991347312927246,0.042172789573669434,49
japan,0.7164021134376526,0.0695604681968689,49
thailand,0.5979975461959839,0.1107710599899292,49
china,0.5549828410148621,0.1222948431968689,49
germany,0.5978215932846069,0.06540024280548096,1
switzerland,0.6625899076461792,0.1122974157333374,49
egypt,0.6133559942245483,0.15056169033050537,49
australia,0.5930851697921753,0.1020275354385376,49
vietnam,0.7222347855567932,0.024716556072235107,1
cuba,0.6201013326644897,0.08219420909881592,49
finland,0.6331979036331177,0.07651090621948242,49
pakistan,0.5952813625335693,0.09446334838867188,49
afghanistan,0.6575837135314941,0.09471529722213745,24
england,0.4445871114730835,0.08877229690551758,49
spain,0.47308412194252014,0.13289520144462585,49
russia,0.6530129909515381,0.05794346332550049,5
norway,0.6263090968132019,0.12292546033859253,49
canada,0.6115677356719971,0.09883987903594971,49
france,0.520413875579834,0.11198842525482178,14
italy,0.5719513893127441,0.09045296907424927,49
sweden,0.5907636880874634,0.0811992883682251,30
iran,0.6582413911819458,0.083579421043396,49
japan,0.5542556047439575,0.15333330631256104,49
greece,0.5953757762908936,0.09581905603408813,26
china,0.6847158074378967,0.06270426511764526,20
germany,0.6800821423530579,0.03335386514663696,9
switzerland,0.7684459686279297,0.05453932285308838,28
egypt,0.7143064141273499,0.07166630029678345,49
australia,0.6942773461341858,0.0814240574836731,49
vietnam,0.7282849550247192,0.07605314254760742,49
cuba,0.7176448106765747,0.036333441734313965,16
finland,0.7256242036819458,0.07374852895736694,49
pakistan,0.7111281752586365,0.06419175863265991,49
afghanistan,0.7528205513954163,0.048899054527282715,4
england,0.5796380043029785,0.08638954162597656,49
spain,0.6273629069328308,0.055597126483917236,25
russia,0.7958003282546997,0.0,0
norway,0.7642505168914795,0.06619536876678467,39
