correct_word,correct_word_similarity,top_minus_correct_similarity,similarity_index
iraq,0.5948850512504578,0.07800614833831787,49
thailand,0.7165477275848389,0.029914140701293945,49
china,0.5954344272613525,0.0,0
germany,0.6128628849983215,0.0,0
switzerland,0.6303112506866455,0.06010937690734863,49
egypt,0.5870959162712097,0.07662755250930786,36
australia,0.622652530670166,0.05165374279022217,49
vietnam,0.6774202585220337,0.0597684383392334,49
cuba,0.6096399426460266,0.055894315242767334,49
finland,0.6033580303192139,0.05749714374542236,49
pakistan,0.7280423641204834,0.026595711708068848,49
afghanistan,0.6390252113342285,0.05543327331542969,49
england,0.46425360441207886,0.04838991165161133,18
spain,0.5828338861465454,0.05151522159576416,9
russia,0.6766164302825928,0.0,0
norway,0.6907154321670532,0.020361900329589844,2
canada,0.6287841796875,0.0566481351852417,49
france,0.6335524320602417,0.0,0
italy,0.5974180698394775,0.0,0
sweden,0.6940380334854126,0.0,0
iran,0.6503564119338989,0.0749427080154419,49
japan,0.5963813066482544,0.026001572608947754,5
thailand,0.6990393400192261,0.034318625926971436,49
china,0.5747299194335938,0.05242633819580078,1
germany,0.5663930773735046,0.0,0
switzerland,0.6048305630683899,0.05391424894332886,49
egypt,0.5994548201560974,0.05328577756881714,15
australia,0.6040271520614624,0.06016266345977783,49
vietnam,0.7230110168457031,0.020951569080352783,11
cuba,0.6301894783973694,0.04057997465133667,10
finland,0.5551408529281616,0.06401169300079346,49
pakistan,0.7339181900024414,0.026191890239715576,49
afghanistan,0.6602354049682617,0.03925061225891113,18
england,0.4073878526687622,0.07924836874008179,49
spain,0.5298535823822021,0.054073333740234375,49
russia,0.5679742693901062,0.07743239402770996,49
norway,0.5834463834762573,0.07186484336853027,49
canada,0.599566638469696,0.05866295099258423,49
france,0.5515390038490295,0.0,0
italy,0.5350516438484192,0.048290789127349854,49
sweden,0.5739731788635254,0.04708600044250488,49
iran,0.6250112056732178,0.06552761793136597,49
japan,0.5054740309715271,0.08905118703842163,33
greece,0.4875754714012146,0.061444103717803955,39
china,0.6019975543022156,0.0,0
germany,0.5309018492698669,0.0,0
switzerland,0.5904215574264526,0.08518147468566895,49
egypt,0.6021571755409241,0.03438007831573486,4
australia,0.5780273675918579,0.06777691841125488,49
