correct_word,correct_word_similarity,top_minus_correct_similarity,similarity_index
iraq,0.7045989632606506,0.11657804250717163,21
thailand,0.7738754749298096,0.0,0
china,0.6508742570877075,0.08599245548248291,28
germany,0.7844302654266357,0.0,0
switzerland,0.6614493131637573,0.07397609949111938,34
egypt,0.6413146257400513,0.1081763505935669,33
australia,0.6158028244972229,0.08916550874710083,49
vietnam,0.6296613216400146,0.07266640663146973,49
cuba,0.683874785900116,0.056001484394073486,15
finland,0.7138181924819946,0.029870450496673584,5
pakistan,0.6681884527206421,0.0365602970123291,16
afghanistan,0.7763208746910095,0.051100730895996094,2
england,0.42252469062805176,0.059114426374435425,7
spain,0.7061635851860046,0.03520327806472778,1
russia,0.7686541080474854,0.006728947162628174,1
norway,0.6907007694244385,0.06361174583435059,8
canada,0.6511881947517395,0.05601215362548828,28
france,0.699476420879364,0.0,0
italy,0.7019015550613403,0.0,0
sweden,0.7589524984359741,0.0,0
iran,0.7301911115646362,0.036835551261901855,5
japan,0.6691775918006897,0.07829171419143677,3
thailand,0.5270642638206482,0.08568233251571655,27
china,0.5063565969467163,0.11406970024108887,17
germany,0.6442171335220337,0.0,0
switzerland,0.5351399779319763,0.066173255443573,49
egypt,0.5306834578514099,0.06463623046875,17
australia,0.5863786935806274,0.0,0
vietnam,0.6329778432846069,0.0,0
cuba,0.6756533980369568,0.0,0
finland,0.5790262818336487,0.0,0
pakistan,0.5312315821647644,0.0772818922996521,22
afghanistan,0.693245530128479,0.01982569694519043,3
england,0.4174606204032898,0.07286524772644043,4
spain,0.5330520868301392,0.04012477397918701,1
russia,0.6059764623641968,0.03204822540283203,5
norway,0.5189618468284607,0.15748101472854614,49
canada,0.566370964050293,0.022338032722473145,3
france,0.5797850489616394,0.0,0
italy,0.446818083524704,0.1450921595096588,35
sweden,0.6081036329269409,0.0,0
iran,0.5917813777923584,0.012269854545593262,5
japan,0.5787690877914429,0.0,0
greece,0.6064271926879883,0.0,0
china,0.6577662229537964,0.08379638195037842,9
germany,0.7274994850158691,0.0,0
switzerland,0.6070700883865356,0.06901746988296509,49
egypt,0.7293239235877991,0.0,0
australia,0.566501796245575,0.06145197153091431,49
vietnam,0.5983181595802307,0.09577196836471558,49
cuba,0.6487799882888794,0.05962038040161133,19
finland,0.6693885326385498,0.05554044246673584,11
pakistan,0.7422958612442017,0.0,0
afghanistan,0.7458276748657227,0.01467907428741455,1
england,0.5275282859802246,0.0,0
spain,0.6948814392089844,0.0,0
russia,0.7419812083244324,0.0,0
norway,0.646510124206543,0.09269821643829346,19
canada,0.5815837383270264,0.1026882529258728,49
france,0.675321102142334,0.0,0
italy,0.6339836120605469,0.08620619773864746,11
sweden,0.7406877279281616,0.0,0
iran,0.731715202331543,0.0071926116943359375,1
japan,0.6051648259162903,0.05681043863296509,14
greece,0.7455036640167236,0.0,0
iraq,0.6189256906509399,0.13568371534347534,49
germany,0.6657955646514893,0.0,0
switzerland,0.5216234922409058,0.045926809310913086,49
egypt,0.6424810886383057,0.0265042781829834,1
australia,0.6196784973144531,0.0,0
vietnam,0.532739520072937,0.022171974182128906,10
cuba,0.5956363081932068,0.0,0
finland,0.48287057876586914,0.04856663942337036,17
pakistan,0.5787931680679321,0.024810791015625,1
afghanistan,0.6539950370788574,0.017071127891540527,2
england,0.4838692843914032,0.0,0
spain,0.579833984375,0.0,0
russia,0.672061026096344,0.0,0
norway,0.5041793584823608,0.07691115140914917,40
canada,0.532670795917511,0.013543426990509033,1
france,0.57798171043396,0.0,0
italy,0.5233199596405029,0.12961703538894653,35
sweden,0.6101028919219971,0.0,0
iran,0.6375076770782471,0.0,0
japan,0.6751066446304321,0.0,0
greece,0.6044615507125854,0.06693601608276367,1
iraq,0.5824458599090576,0.09892392158508301,12
thailand,0.6289896368980408,0.0018979907035827637,1
switzerland,0.6152174472808838,0.05430322885513306,27
egypt,0.6448683738708496,0.05518519878387451,11
australia,0.6635891795158386,0.0,0
vietnam,0.5799258947372437,0.07473981380462646,49
cuba,0.6970385313034058,0.010355591773986816,2
finland,0.6924247145652771,0.0,0
pakistan,0.631697416305542,0.022779226303100586,3
afghanistan,0.7060965299606323,0.05226254463195801,1
england,0.6188358068466187,0.0,0
spain,0.7114823460578918,0.0,0
russia,0.7559822797775269,0.0,0
norway,0.7119444608688354,0.0,0
canada,0.6951698660850525,0.0,0
france,0.7793461680412292,0.0,0
italy,0.6667320728302002,0.0,0
sweden,0.7818583846092224,0.0,0
