correct_word,correct_word_similarity,top_minus_correct_similarity,similarity_index
iraq,0.7334709167480469,0.07420718669891357,21
thailand,0.7763563394546509,0.04231679439544678,12
china,0.6826650500297546,0.10900264978408813,49
germany,0.7480995655059814,0.0,0
switzerland,0.7204804420471191,0.08617603778839111,49
egypt,0.7173315286636353,0.08895289897918701,49
australia,0.698061466217041,0.06522738933563232,49
vietnam,0.6845775842666626,0.09193062782287598,49
cuba,0.6652263402938843,0.08303594589233398,48
finland,0.7334551215171814,0.09450829029083252,49
pakistan,0.6980234980583191,0.0707971453666687,49
afghanistan,0.8048077821731567,0.01988840103149414,1
england,0.44903555512428284,0.11430975794792175,49
spain,0.6105066537857056,0.07588684558868408,49
russia,0.8084489107131958,0.0,0
norway,0.7254794239997864,0.055653154850006104,11
canada,0.7140520811080933,0.08124923706054688,49
france,0.710313618183136,0.0,0
italy,0.6923097372055054,0.036616384983062744,2
sweden,0.7289845943450928,0.030342817306518555,6
iran,0.7207753658294678,0.058340609073638916,27
japan,0.6961305737495422,0.08979171514511108,49
thailand,0.5800868272781372,0.11136257648468018,49
china,0.5513105988502502,0.05817359685897827,15
germany,0.6134518384933472,0.0,0
switzerland,0.5833414196968079,0.04508846998214722,49
egypt,0.6242007613182068,0.08871108293533325,13
australia,0.5211039781570435,0.06052350997924805,49
vietnam,0.6602930426597595,0.023423612117767334,3
cuba,0.6113606691360474,0.027672290802001953,8
finland,0.6313878297805786,0.05186200141906738,8
pakistan,0.5497621297836304,0.08661884069442749,49
afghanistan,0.7044633626937866,0.026585400104522705,2
england,0.4417787194252014,0.06186974048614502,13
spain,0.4891211986541748,0.10072749853134155,49
russia,0.7190485596656799,0.0,0
norway,0.5208465456962585,0.18314200639724731,49
canada,0.5252878665924072,0.08993834257125854,49
france,0.5584235787391663,0.0,0
italy,0.48727738857269287,0.10999929904937744,49
sweden,0.6183212995529175,0.03620707988739014,2
iran,0.6476975083351135,0.05871504545211792,3
japan,0.5110074281692505,0.12211889028549194,34
greece,0.6262258291244507,0.0,0
china,0.6555317640304565,0.06353133916854858,15
germany,0.7215405702590942,0.0,0
switzerland,0.693518877029419,0.07644176483154297,34
egypt,0.6691480875015259,0.08363628387451172,49
australia,0.6373171806335449,0.07609331607818604,49
vietnam,0.6725326180458069,0.08119136095046997,49
cuba,0.7003676891326904,0.06145745515823364,12
finland,0.667538583278656,0.08681666851043701,49
pakistan,0.6965994834899902,0.061186909675598145,23
afghanistan,0.7410260438919067,0.01473468542098999,1
england,0.5643497705459595,0.009933233261108398,1
spain,0.6765484809875488,0.0030723214149475098,1
russia,0.7758699059486389,0.0,0
norway,0.743079662322998,0.03439188003540039,3
canada,0.6328350305557251,0.09558975696563721,49
france,0.7233455777168274,0.0,0
italy,0.6480866074562073,0.03307056427001953,7
sweden,0.7466546297073364,0.0,0
iran,0.7218464612960815,0.0424114465713501,12
japan,0.6341893076896667,0.0886085033416748,49
greece,0.7469971179962158,0.0,0
iraq,0.6505635976791382,0.12458920478820801,49
germany,0.6839234828948975,0.0,0
switzerland,0.5877598524093628,0.046391844749450684,49
egypt,0.6702145338058472,0.04763782024383545,5
australia,0.525068998336792,0.08790063858032227,49
vietnam,0.6244831085205078,0.06568527221679688,6
cuba,0.5576189756393433,0.07083672285079956,28
finland,0.6201733350753784,0.07048928737640381,46
pakistan,0.5596555471420288,0.03553509712219238,6
afghanistan,0.6838675737380981,0.01050877571105957,5
england,0.516750693321228,0.0,0
spain,0.5451715588569641,0.11115527153015137,39
russia,0.7290014028549194,0.0,0
norway,0.5856503248214722,0.11853611469268799,15
canada,0.5460402369499207,0.11644667387008667,49
france,0.5685878396034241,0.03858363628387451,1
italy,0.564570426940918,0.12211215496063232,36
sweden,0.5921546816825867,0.03051668405532837,8
iran,0.6517814993858337,0.04288536310195923,2
japan,0.6633778810501099,0.0,0
greece,0.6474379897117615,0.06200140714645386,4
iraq,0.6549853682518005,0.03530830144882202,5
thailand,0.6210893988609314,0.05389648675918579,10
switzerland,0.6877390742301941,0.022445380687713623,7
egypt,0.6515347957611084,0.09853065013885498,49
australia,0.5980784893035889,0.05350053310394287,49
vietnam,0.641198456287384,0.05466508865356445,49
cuba,0.6653000116348267,0.004478812217712402,1
finland,0.6906231045722961,0.07765352725982666,28
pakistan,0.6082623600959778,0.0612754225730896,49
afghanistan,0.7063611745834351,0.04777592420578003,6
england,0.6061073541641235,0.0,0
spain,0.6548689603805542,0.0,0
russia,0.7962619066238403,0.0,0
norway,0.7193765640258789,0.012233495712280273,1
canada,0.6020107865333557,0.09811407327651978,49
france,0.7553135752677917,0.0,0
italy,0.6631602048873901,0.0,0
sweden,0.7061537504196167,0.04236721992492676,4
iran,0.6605713963508606,0.06451106071472168,21
japan,0.6412957310676575,0.07596069574356079,19
greece,0.7143282890319824,0.0,0
iraq,0.6304793357849121,0.1030048131942749,46
thailand,0.723002552986145,0.025466322898864746,4
china,0.6839815378189087,0.05150032043457031,3
egypt,0.6234882473945618,0.09255307912826538,36
australia,0.5881243348121643,0.07029980421066284,49
vietnam,0.6280555725097656,0.09094572067260742,49
cuba,0.6887544393539429,0.025864720344543457,1
finland,0.6908261775970459,0.04681134223937988,12
pakistan,0.629065752029419,0.06048482656478882,23
afghanistan,0.7063018083572388,0.00019502639770507812,1
england,0.5345341563224792,0.005392909049987793,2
spain,0.6265659928321838,0.012031018733978271,1
russia,0.7374750375747681,0.0,0
norway,0.7302336692810059,0.0,0
canada,0.5991049408912659,0.08469289541244507,49
france,0.6839593648910522,0.0,0
italy,0.6726672649383545,0.0,0
sweden,0.7826368808746338,0.0,0
iran,0.7009748816490173,0.030896306037902832,9
japan,0.5698977112770081,0.10805803537368774,49
greece,0.6672919988632202,0.0069321393966674805,2
iraq,0.6653926372528076,0.07566636800765991,14
thailand,0.6922496557235718,0.033287227153778076,8
china,0.6056629419326782,0.06871330738067627,26
germany,0.743598461151123,0.0,0
australia,0.5504785180091858,0.07796698808670044,49
vietnam,0.6076109409332275,0.09321057796478271,49
cuba,0.6054778695106506,0.08019036054611206,49
finland,0.6110273599624634,0.08279234170913696,36
pakistan,0.577704906463623,0.06386053562164307,49
afghanistan,0.7260751128196716,0.03280419111251831,2
england,0.5410133004188538,0.0,0
spain,0.6106816530227661,0.06827914714813232,5
russia,0.7138711810112,0.002811729907989502,1
norway,0.5863184928894043,0.0767364501953125,25
canada,0.5620162487030029,0.10574042797088623,49
france,0.5895014405250549,0.023317396640777588,2
italy,0.5693429708480835,0.17083096504211426,49
sweden,0.6975687742233276,0.0,0
iran,0.7616053223609924,0.0,0
japan,0.6270653009414673,0.021079421043395996,2
greece,0.6799386739730835,0.03968602418899536,7
iraq,0.6963050365447998,0.0730774998664856,12
thailand,0.6126706600189209,0.06019216775894165,49
china,0.634771466255188,0.02654111385345459,2
germany,0.621837854385376,0.0,0
switzerland,0.6311871409416199,0.08117681741714478,49
vietnam,0.5506709814071655,0.12928831577301025,10
cuba,0.5623064041137695,0.06867188215255737,5
finland,0.547865092754364,0.15971946716308594,18
pakistan,0.4555516242980957,0.1621476411819458,29
afghanistan,0.6303933262825012,0.043785810470581055,3
england,0.5912420749664307,0.0,0
spain,0.5172573328018188,0.06799650192260742,3
russia,0.6755421757698059,0.0,0
norway,0.5990028977394104,0.02625030279159546,2
canada,0.7522211074829102,0.0,0
france,0.5828640460968018,0.0,0
italy,0.468636155128479,0.06529206037521362,6
sweden,0.6535921096801758,0.0,0
iran,0.5659613609313965,0.13420140743255615,17
japan,0.7046277523040771,0.0,0
greece,0.5702635049819946,0.03745824098587036,1
iraq,0.5504263639450073,0.15733718872070312,15
thailand,0.5712761878967285,0.10185122489929199,3
china,0.6593568921089172,0.028604090213775635,2
germany,0.6147898435592651,0.0,0
switzerland,0.5463821291923523,0.10194945335388184,9
egypt,0.5325319170951843,0.12764906883239746,25
cuba,0.5364524722099304,0.0775788426399231,15
finland,0.5247306823730469,0.09610927104949951,49
pakistan,0.5182921886444092,0.06644010543823242,9
afghanistan,0.6629344820976257,0.0,0
england,0.4983326494693756,0.04294392466545105,1
spain,0.45531782507896423,0.18379881978034973,49
russia,0.5668011903762817,0.06031602621078491,7
norway,0.5322734117507935,0.12934339046478271,18
canada,0.5148019790649414,0.09112006425857544,49
france,0.5027669668197632,0.10695087909698486,8
italy,0.5046008229255676,0.08694833517074585,9
sweden,0.605862021446228,0.0,0
iran,0.6440284252166748,0.046644628047943115,1
japan,0.4951118528842926,0.09797009825706482,49
greece,0.5137397050857544,0.014507651329040527,2
iraq,0.6510751247406006,0.003648519515991211,1
thailand,0.5570454001426697,0.073819100856781,8
china,0.5691559910774231,0.0,0
germany,0.5067391395568848,0.03017258644104004,3
switzerland,0.5445795655250549,0.04660928249359131,8
egypt,0.5460458993911743,0.05247783660888672,16
australia,0.5218595266342163,0.06954747438430786,29
finland,0.6458035707473755,0.08015358448028564,30
pakistan,0.651350736618042,0.027933120727539062,8
afghanistan,0.7936463356018066,0.0,0
england,0.4172248840332031,0.08941113948822021,49
spain,0.5819888710975647,0.036565542221069336,7
russia,0.6997161507606506,0.0008488297462463379,1
norway,0.6034000515937805,0.09561812877655029,49
canada,0.589653491973877,0.09379905462265015,43
france,0.6598027944564819,0.0,0
italy,0.5597959756851196,0.047917962074279785,7
sweden,0.6255931854248047,0.10211575031280518,19
iran,0.7423622608184814,0.0,0
japan,0.5829142332077026,0.10444581508636475,49
greece,0.644912600517273,0.0,0
iraq,0.6984848976135254,0.07097828388214111,4
thailand,0.694654107093811,0.04532325267791748,8
china,0.6079525947570801,0.06929302215576172,12
germany,0.661316454410553,0.0,0
switzerland,0.6394257545471191,0.09258639812469482,49
egypt,0.6144315004348755,0.11782801151275635,39
australia,0.6172225475311279,0.1014934778213501,49
vietnam,0.6283788084983826,0.09027820825576782,49
pakistan,0.613778829574585,0.08040964603424072,10
afghanistan,0.7417344450950623,0.008568823337554932,1
england,0.6040571928024292,0.029753267765045166,1
spain,0.6503617763519287,0.033615946769714355,4
russia,0.7822612524032593,0.0,0
norway,0.6209334135055542,0.10491657257080078,27
canada,0.601040244102478,0.09088259935379028,49
france,0.6869182586669922,0.0,0
italy,0.5914695262908936,0.09115970134735107,27
sweden,0.7218159437179565,0.0,0
iran,0.7357212901115417,0.03184151649475098,3
japan,0.6602670550346375,0.0618099570274353,9
greece,0.6793444752693176,0.01626533269882202,1
iraq,0.7627404928207397,0.03881716728210449,2
thailand,0.6133062243461609,0.09577900171279907,36
china,0.6879071593284607,0.06017494201660156,3
germany,0.7626272439956665,0.0,0
