correct_word,correct_word_similarity,top_minus_correct_similarity,similarity_index
iraq,0.643430233001709,0.02271503210067749,6
thailand,0.7030891180038452,0.06432986259460449,49
china,0.6658521294593811,0.0,0
germany,0.6909002065658569,0.0,0
switzerland,0.6628907918930054,0.044461846351623535,9
egypt,0.6663376092910767,0.0,0
australia,0.6501492857933044,0.04629939794540405,7
vietnam,0.6915631294250488,0.05061006546020508,49
cuba,0.6270284056663513,0.05530315637588501,49
finland,0.6380348801612854,0.005260050296783447,1
pakistan,0.6987918615341187,0.053169846534729004,49
afghanistan,0.6731716990470886,0.01737898588180542,4
england,0.5239318609237671,0.01393425464630127,1
spain,0.5746057629585266,0.03753340244293213,2
russia,0.7140277624130249,0.0,0
norway,0.6031144857406616,0.08051669597625732,27
canada,0.6482321619987488,0.031260013580322266,5
france,0.7019442319869995,0.0,0
italy,0.6679631471633911,0.0,0
sweden,0.6772531867027283,0.0,0
iran,0.6472243070602417,0.10376697778701782,49
japan,0.6631959080696106,0.0,0
thailand,0.6466970443725586,0.0577545166015625,49
china,0.5482499599456787,0.035126328468322754,2
germany,0.5778757929801941,0.0,0
switzerland,0.5850607752799988,0.06157708168029785,49
egypt,0.6001612544059753,0.007215142250061035,1
australia,0.6449880003929138,0.0,0
vietnam,0.6951663494110107,0.06538021564483643,15
cuba,0.6197522878646851,0.0425260066986084,8
finland,0.6272552013397217,0.0,0
pakistan,0.6394877433776855,0.06778770685195923,36
afghanistan,0.6398292779922485,0.048476219177246094,5
england,0.48598960041999817,0.03186258673667908,3
spain,0.4962197542190552,0.061424851417541504,49
russia,0.5648924112319946,0.054294049739837646,12
norway,0.525527834892273,0.13210761547088623,49
canada,0.5961973667144775,0.04297506809234619,9
france,0.6041030287742615,0.0,0
italy,0.5160719752311707,0.0033996105194091797,2
sweden,0.5778937935829163,0.0,0
iran,0.607856035232544,0.09428191184997559,10
japan,0.5704603791236877,0.0,0
greece,0.6009283065795898,0.0,0
china,0.5945245623588562,0.0,0
germany,0.5500805377960205,0.0,0
switzerland,0.5897434949874878,0.05945175886154175,15
egypt,0.6264560222625732,0.0,0
australia,0.5901597738265991,0.029107093811035156,7
vietnam,0.6257226467132568,0.09215736389160156,49
cuba,0.6207256317138672,0.004855930805206299,2
finland,0.5632162094116211,0.006695926189422607,2
pakistan,0.6771653890609741,0.035324275493621826,10
afghanistan,0.5672215819358826,0.05825549364089966,26
england,0.45208942890167236,0.0,0
spain,0.5423179268836975,0.0,0
russia,0.6079074144363403,0.0,0
norway,0.5028665065765381,0.1252458095550537,41
canada,0.5266260504722595,0.057112812995910645,49
france,0.6120592355728149,0.0,0
italy,0.5084276795387268,0.03664803504943848,5
sweden,0.6424493789672852,0.0,0
iran,0.6435451507568359,0.047245025634765625,5
